@relation radar1

@attribute f1 numeric
@attribute f2 numeric
@attribute f3 numeric
@attribute f4 numeric
@attribute f5 numeric
@attribute f6 numeric
@attribute f7 numeric
@attribute f8 numeric
@attribute f9 numeric
@attribute f10 numeric
@attribute f11 numeric
@attribute f12 numeric
@attribute f13 numeric
@attribute f14 numeric
@attribute f15 numeric
@attribute f16 numeric
@attribute f17 numeric
@attribute f18 numeric
@attribute f19 numeric
@attribute f20 numeric
@attribute f21 numeric
@attribute f22 numeric
@attribute f23 numeric
@attribute f24 numeric
@attribute f25 numeric
@attribute f26 numeric
@attribute f27 numeric
@attribute f28 numeric
@attribute f29 numeric
@attribute f30 numeric
@attribute f31 numeric
@attribute f32 numeric
@attribute f33 numeric
@attribute f34 numeric
@attribute f35 numeric
@attribute f36 numeric
@attribute f37 numeric
@attribute f38 numeric
@attribute f39 numeric
@attribute f40 numeric
@attribute f41 numeric
@attribute f42 numeric
@attribute f43 numeric
@attribute f44 numeric
@attribute f45 numeric
@attribute f46 numeric
@attribute f47 numeric
@attribute f48 numeric
@attribute f49 numeric
@attribute f50 numeric
@attribute f51 numeric
@attribute f52 numeric
@attribute f53 numeric
@attribute f54 numeric
@attribute f55 numeric
@attribute f56 numeric
@attribute f57 numeric
@attribute f58 numeric
@attribute f59 numeric
@attribute f60 numeric
@attribute f61 numeric
@attribute f62 numeric
@attribute f63 numeric
@attribute f64 numeric
@attribute f65 numeric
@attribute f66 numeric
@attribute f67 {Dog,Human}

@data
0.101884,0.015983,0.101167,0.018284,0.054769,0.011023,0.115875,0.019291,0.624169,0.690339,0.654622,0.582467,0.663979,0.602799,0.600834,0.366667,0.343149,0.737526,0.23443,0.304348,0.13879,0.084224,0.192696,0.537634,0.444444,0.183956,0.093923,0.015861,0.185684,0.229008,0.081897,0.052524,0.179307,0.344086,0.292453,0.137777,0.057375,0.014984,0.136752,0.175439,0.070652,0.031488,0.155083,0.44186,0.257426,0.102297,0.048341,0.013656,0.085787,0.135802,0.00813,0.020176,0.127341,0.474576,0.214286,0.083544,0.005563,0.010962,0.226214,0.62015,0.033276,0.031241,0.009691,0.00738,0.001546,0.001918,Human
0.1064,0.016829,0.149314,0.033538,0.074158,0.013699,0.111407,0.02157,0.613469,0.691484,0.799564,0.6043,0.65232,0.849835,0.375604,0.266667,0.19771,0.55215,0.262632,0.273292,0.199288,0.049456,0.183406,0.462366,0.264957,0.211361,0.161706,0.016184,0.189227,0.244275,0.137931,0.030557,0.161933,0.376344,0.292453,0.186475,0.11427,0.015026,0.124786,0.140351,0.108696,0.013393,0.123388,0.410853,0.217822,0.103612,0.088315,0.013534,0.076825,0.135802,0.04878,0.015918,0.101701,0.432203,0.202381,0.10443,0.039634,0.010702,0.295845,0.557006,0.029622,0.02935,0.018399,0.006564,0.002637,0.002947,Human
0.126471,0.020541,0.12146,0.024198,0.073156,0.014394,0.123142,0.021074,0.608367,0.623079,0.727831,0.591418,0.609064,0.722877,0.523236,0.366667,0.307226,0.62053,0.271445,0.273292,0.19573,0.067304,0.187675,0.483871,0.384615,0.165687,0.13283,0.020151,0.218285,0.21374,0.155172,0.048526,0.17903,0.311828,0.320755,0.128716,0.107296,0.019199,0.164957,0.184211,0.119565,0.034571,0.165284,0.418605,0.257426,0.107557,0.081808,0.017734,0.099872,0.148148,0.02439,0.023338,0.127341,0.440678,0.202381,0.091139,0.016688,0.014248,0.723626,0.505822,0.032278,0.035927,0.027099,0.005147,0.003056,0.003799,Human
0.561393,0.348441,0.646758,0.438519,0.398427,0.256843,0.686037,0.395101,0.680247,0.778964,0.932633,0.642916,0.741384,1,0.440615,0.366667,0.268978,0.495959,0.869565,0.732919,0.644128,0.401576,0.72835,0.935484,0.769231,0.436077,0.43922,0.373423,0.838412,0.801527,0.616379,0.419161,0.769056,0.645161,0.90566,0.477532,0.421504,0.372127,0.786325,0.736842,0.597826,0.434472,0.763936,0.705426,0.752475,0.438936,0.409039,0.369758,0.633803,0.617284,0.495935,0.35354,0.706878,0.754237,0.571429,0.379747,0.339324,0.360431,0.021884,0.666602,0.64157,0.669731,0.301376,0.121043,0.044476,0.024774,Human
1,1,1,1,1,1,1,1,0.536851,0.534268,0.254514,0.566121,0.593874,0.299317,0.055462,0.166667,0.046994,0.107735,1,1,1,0.343066,0.891508,0.978495,0.82906,1,1,1,1,1,1,0.364417,0.894039,0.903226,0.933962,1,1,1,1,1,1,0.437192,0.909144,0.883721,0.950495,1,1,1,1,0.975309,1,0.38712,0.882432,0.830508,1,1,1,1,0.156051,0.587091,0.597551,0.727798,1,1,1,1,Human
0.519687,0.308574,0.648642,0.44091,0.30563,0.193383,0.647363,0.357161,0.657657,0.772736,0.82709,0.611099,0.737365,0.714875,0.615689,0.5,0.424252,0.553991,0.854289,0.732919,0.455516,0.407864,0.730873,0.978495,0.726496,0.340691,0.255365,0.331552,0.77321,0.717557,0.426724,0.430192,0.707154,0.913978,0.867925,0.335192,0.240717,0.329784,0.71453,0.710526,0.413043,0.488279,0.717904,0.705426,0.80198,0.332352,0.233459,0.327425,0.583867,0.679012,0.308943,0.399098,0.687086,0.728814,0.738095,0.32978,0.17462,0.318751,0.043659,0.644945,0.543729,0.58135,0.345023,0.089373,0.02475,0.012614,Human
0.441101,0.311726,0.671222,0.470073,0.255564,0.195368,0.72053,0.426829,0.599897,0.440159,0.22505,0.54907,0.521192,0.23617,0.643488,0.5,0.439359,0.589695,0.6604,0.89441,0.049822,0.86892,0.654926,1,0.846154,0.415692,0.026365,0.236634,0.610914,0.954198,0.008621,0.843642,0.646154,1,0.971698,0.44606,0.005411,0.235344,0.573504,0.885965,0.01087,0.825166,0.628,0.945736,0.950495,0.415404,0.006144,0.233522,0.512164,0.82716,0.00813,0.682908,0.575693,0.728814,0.845238,0.401732,0.004595,0.227349,0.563533,0.613603,0.461984,0.488666,0.46443,0.135748,0.032626,0.055138,Human
0.230294,0.065525,0.272499,0.091803,0.150804,0.047655,0.270393,0.075331,0.636105,0.702699,0.491007,0.586592,0.705954,0.504118,0.414135,0.366667,0.25672,0.456034,0.403055,0.397516,0.241993,0.131646,0.282201,0.612903,0.529915,0.238765,0.164442,0.066599,0.328845,0.335878,0.202586,0.081719,0.257716,0.462366,0.462264,0.201198,0.139598,0.06526,0.253846,0.263158,0.184783,0.048157,0.224701,0.51938,0.287129,0.154897,0.12643,0.063309,0.161332,0.185185,0.073171,0.036523,0.203034,0.449153,0.261905,0.113924,0.050064,0.058591,0.241119,0.622159,0.114284,0.124524,0.066235,0.021496,0.008249,0.00461,Human
0.14078,0.027948,0.154574,0.03546,0.096473,0.021955,0.162019,0.032029,0.673272,0.723205,0.890766,0.640088,0.665376,0.821775,0.491265,0.3,0.260321,0.686844,0.310223,0.329193,0.27758,0.111865,0.236493,0.483871,0.478632,0.231738,0.211644,0.027443,0.242381,0.274809,0.189655,0.077033,0.219968,0.408602,0.349057,0.192137,0.14668,0.026285,0.194872,0.22807,0.173913,0.054334,0.207529,0.465116,0.316832,0.155706,0.132992,0.024859,0.158771,0.209877,0.121951,0.045398,0.209332,0.474576,0.321429,0.148978,0.093257,0.021589,0.100777,0.649653,0.050161,0.049169,0.031842,0.007948,0.004062,0.004109,Human
0.131048,0.018469,0.105635,0.019522,0.047371,0.00939,0.107024,0.016529,0.633188,0.56499,0.258414,0.611551,0.523223,0.243688,0.84536,0.6,0.618604,0.701063,0.259107,0.285714,0.014235,0.086753,0.191205,0.505376,0.350427,0.112539,0.004887,0.0175,0.223246,0.274809,0,0.072221,0.193751,0.451613,0.301887,0.108743,0,0.016705,0.171795,0.219298,0.01087,0.046567,0.17918,0.457364,0.257426,0.085083,0.005435,0.015252,0.112676,0.160494,0,0.024389,0.149301,0.432203,0.22619,0.067319,0,0.011833,0.144912,0.591892,0.033779,0.032525,0.018884,0.007307,0.001847,0.00373,Human
0.105436,0.016177,0.122366,0.02448,0.073329,0.013145,0.105413,0.019214,0.611863,0.651257,0.853025,0.614528,0.597819,0.772012,0.35542,0.266667,0.189585,0.517152,0.252644,0.26087,0.185053,0.025721,0.164458,0.387097,0.290598,0.202226,0.150155,0.015692,0.19348,0.198473,0.12069,0.017502,0.144507,0.27957,0.254717,0.152499,0.100322,0.014666,0.132479,0.140351,0.086957,0.014326,0.125851,0.426357,0.217822,0.103612,0.070652,0.013136,0.074264,0.123457,0.03252,0.013328,0.09937,0.423729,0.190476,0.094937,0.026423,0.010075,0.080986,0.544012,0.027614,0.027293,0.018023,0.007544,0.003468,0.00272,Human
0.134252,0.025304,0.150667,0.034028,0.091126,0.019814,0.149966,0.027976,0.654222,0.776818,0.879813,0.63998,0.703325,0.865715,0.4835,0.3,0.25704,0.674023,0.260282,0.267081,0.227758,0.074234,0.192963,0.451613,0.384615,0.189578,0.173596,0.02503,0.212615,0.244275,0.198276,0.057037,0.184145,0.247312,0.330189,0.171229,0.153244,0.024152,0.181197,0.201754,0.163043,0.040064,0.184873,0.418605,0.277228,0.137499,0.12468,0.023062,0.128041,0.17284,0.081301,0.031113,0.171056,0.449153,0.27381,0.122687,0.062171,0.019641,0.523153,0.640282,0.042959,0.045498,0.031582,0.007084,0.002848,0.002708,Human
0.364068,0.146517,0.384515,0.168801,0.238374,0.102975,0.417554,0.1507,0.613858,0.735832,0.810103,0.591552,0.687155,0.95233,0.524027,0.4,0.324304,0.569562,0.686251,0.63354,0.469751,0.316259,0.522631,0.849462,0.709402,0.35295,0.303776,0.152984,0.590361,0.625954,0.37069,0.280565,0.470783,0.634409,0.669811,0.349274,0.241202,0.151067,0.490598,0.54386,0.369565,0.232499,0.419868,0.643411,0.584158,0.302505,0.240217,0.148063,0.346991,0.333333,0.260163,0.128947,0.404474,0.516949,0.321429,0.192247,0.169106,0.139992,0.360099,0.59117,0.243193,0.270913,0.173416,0.041279,0.018973,0.00919,Human
0.305575,0.112692,0.384095,0.168469,0.141117,0.060711,0.364605,0.133442,0.787919,0.780055,0.170203,0.727466,0.783271,0.217311,0.885172,0.633333,0.666624,0.702657,0.603995,0.602484,0.078292,0.370092,0.545084,0.741935,0.735043,0.228439,0.035293,0.119338,0.554926,0.610687,0.064655,0.326487,0.553527,0.612903,0.783019,0.233499,0.030838,0.117932,0.505983,0.552632,0.043478,0.306591,0.539305,0.689922,0.693069,0.211385,0.020934,0.115703,0.366197,0.432099,0.00813,0.199051,0.499387,0.559322,0.452381,0.173363,0.003914,0.106974,0.649312,0.797167,0.248392,0.216222,0.076777,0.041276,0.007565,0.005504,Human
0.524803,0.282429,0.760741,0.594839,0.434011,0.239541,0.555581,0.347461,0.555454,0.620635,0.512381,0.555204,0.593222,0.578989,0.15126,0.266667,0.1074,0.163161,0.841951,0.850932,0.718861,0.581193,0.714677,1,0.880342,0.63613,0.583296,0.295942,0.83983,0.923664,0.706897,0.583536,0.751248,0.903226,0.924528,0.690445,0.574571,0.29487,0.789744,0.842105,0.673913,0.548855,0.739189,0.782946,0.871287,0.62961,0.547554,0.292328,0.733675,0.728395,0.536585,0.393582,0.685655,0.737288,0.785714,0.560127,0.435976,0.283817,0.084557,0.560824,0.328335,0.348616,0.361813,0.235,0.136341,0.105531,Human
0.303647,0.099399,0.347989,0.14118,0.229879,0.079817,0.311628,0.121767,0.579878,0.578469,0.494301,0.530846,0.549327,0.549394,0.206137,0.3,0.139804,0.216005,0.605758,0.602484,0.41637,0.26176,0.415299,0.688172,0.683761,0.417246,0.317637,0.102172,0.552091,0.572519,0.383621,0.204422,0.387762,0.688172,0.59434,0.395991,0.29437,0.100634,0.476068,0.473684,0.353261,0.142403,0.339352,0.674419,0.524752,0.325644,0.270141,0.098031,0.362356,0.407407,0.227642,0.099882,0.307189,0.483051,0.416667,0.289192,0.174079,0.089881,0.038861,0.627065,0.132844,0.141261,0.127363,0.047021,0.031157,0.041376,Human
0.128553,0.02187,0.134789,0.028491,0.080319,0.016167,0.130165,0.025799,0.575317,0.608701,0.503592,0.513742,0.585515,0.47282,0.35336,0.333333,0.215308,0.409608,0.286134,0.291925,0.163701,0.066853,0.176041,0.55914,0.42735,0.190481,0.117429,0.021493,0.210489,0.282443,0.112069,0.040539,0.141594,0.215054,0.386792,0.18243,0.082499,0.020237,0.14188,0.201754,0.076087,0.025619,0.11895,0.434109,0.247525,0.127094,0.054952,0.01857,0.09475,0.148148,0.03252,0.01666,0.106527,0.40678,0.238095,0.097649,0.023487,0.015955,0.289054,0.564174,0.031893,0.036274,0.026255,0.008088,0.004228,0.007266,Human
0.114217,0.016784,0.101778,0.018451,0.051,0.010043,0.109444,0.018373,0.704662,0.620519,0.397515,0.64846,0.451729,0.432298,0.654941,0.466667,0.426237,0.651887,0.199765,0.217391,0.049822,0.039777,0.160291,0.494624,0.205128,0.107833,0.027826,0.015951,0.148122,0.175573,0.034483,0.029779,0.146449,0.258065,0.264151,0.086436,0.021069,0.015148,0.118803,0.149123,0.021739,0.024154,0.136517,0.449612,0.237624,0.070738,0.012846,0.014289,0.079385,0.123457,0,0.019516,0.114419,0.466102,0.22619,0.063291,0,0.011786,0.310397,0.643104,0.033991,0.030404,0.013493,0.00644,0.00181,0.003449,Human
0.420059,0.20771,0.463401,0.236751,0.292726,0.152786,0.528892,0.221445,0.632085,0.744218,0.701546,0.597432,0.709769,0.823535,0.477575,0.366667,0.286088,0.551685,0.682726,0.68323,0.437722,0.368662,0.507302,0.774194,0.649573,0.406846,0.298183,0.221361,0.600283,0.671756,0.344828,0.311573,0.488885,0.645161,0.698113,0.400521,0.236503,0.219634,0.510256,0.54386,0.320652,0.255955,0.457349,0.627907,0.445545,0.323216,0.219394,0.217018,0.366197,0.432099,0.260163,0.165057,0.406314,0.5,0.321429,0.265823,0.178006,0.209572,0.349948,0.634862,0.3497,0.389452,0.249453,0.050242,0.023312,0.008543,Human
0.287588,0.097566,0.342829,0.137474,0.183559,0.068289,0.338986,0.106051,0.669722,0.772791,1,0.630951,0.729085,0.906557,0.588336,0.4,0.35537,0.662483,0.607521,0.639752,0.462633,0.383872,0.536597,0.989247,0.717949,0.356376,0.299156,0.097683,0.560595,0.618321,0.422414,0.364093,0.562717,0.612903,0.849057,0.345027,0.274678,0.096247,0.517949,0.587719,0.413043,0.349779,0.564145,0.666667,0.693069,0.327161,0.268478,0.094021,0.426376,0.45679,0.341463,0.259034,0.54625,0.720339,0.392857,0.263449,0.221951,0.085736,0.193739,0.665562,0.187,0.172228,0.104905,0.038594,0.010229,0.004673,Human
0.53,0.273762,0.447587,0.22222,0.492601,0.258193,0.468153,0.247406,0.632614,0.592095,0.440991,0.605997,0.646698,0.507372,0.09744,0.2,0.069483,0.147616,0.73208,0.813665,0.661922,0.344779,0.581515,0.913978,0.777778,0.733872,0.614647,0.274044,0.737775,0.854962,0.62069,0.345041,0.617457,0.817204,0.896226,0.769721,0.57756,0.273205,0.694872,0.745614,0.586957,0.314131,0.576298,0.75969,0.871287,0.670375,0.545031,0.271021,0.647887,0.666667,0.520325,0.190666,0.511941,0.669492,0.678571,0.61519,0.483159,0.264258,0.043355,0.662184,0.269356,0.289904,0.361368,0.284027,0.114469,0.155873,Human
0.230045,0.062778,0.204267,0.056113,0.22093,0.062438,0.211472,0.061165,0.528704,0.439278,0.225003,0.487201,0.603026,0.304091,0.051884,0.166667,0.04577,0.100437,0.316099,0.347826,0.295374,0.05584,0.169275,0.516129,0.42735,0.360563,0.296313,0.05913,0.2764,0.358779,0.25431,0.033539,0.148061,0.376344,0.471698,0.36579,0.257511,0.058298,0.262393,0.27193,0.25,0.022668,0.143743,0.426357,0.425743,0.27237,0.25,0.057341,0.248399,0.222222,0.243902,0.010682,0.154985,0.432203,0.309524,0.227848,0.243902,0.054274,0.181211,0.572858,0.045565,0.053668,0.069919,0.056838,0.058781,0.051447,Human
0.069649,0.013614,0.107271,0.019984,0.065337,0.014211,0.136756,0.023821,0.63601,0.640557,0.081035,0.63275,0.637648,0.228123,0.320459,0.133333,0.125054,0.728197,0.134548,0.291925,0.042705,0.10623,0.112225,0.376344,0.42735,0.346099,0.048127,0.01171,0.117647,0.282443,0.017241,0.08564,0.111042,0.376344,0.45283,0.32804,0.023605,0.011356,0.111111,0.254386,0.032609,0.07307,0.117463,0.449612,0.29703,0.287712,0.035326,0.010923,0.075544,0.209877,0,0.039799,0.100106,0.440678,0.285714,0.242089,0,0.008459,0.29679,0.65726,0.023442,0.023424,0.018462,0.006752,0.000731,0.000743,Human
0.088082,0.014809,0.099814,0.017916,0.064035,0.012718,0.120316,0.019767,0.618692,0.716567,0.541224,0.682198,0.657029,0.835652,0.470454,0.233333,0.220258,0.787489,0.1698,0.198758,0.145907,0.05712,0.137227,0.376344,0.179487,0.17233,0.12667,0.014053,0.124026,0.160305,0.103448,0.029933,0.119972,0.354839,0.226415,0.136541,0.092418,0.013348,0.097436,0.122807,0.092391,0.019683,0.113884,0.457364,0.19802,0.099428,0.080072,0.012619,0.079385,0.111111,0.04065,0.018684,0.117486,0.449153,0.178571,0.093211,0.03523,0.011155,0.042367,0.600198,0.031937,0.028472,0.008627,0.006451,0.001188,0.002485,Human
0.109968,0.017557,0.15688,0.036319,0.083849,0.015178,0.108391,0.022197,0.610736,0.678678,0.451716,0.572306,0.603846,0.66642,0.326304,0.233333,0.165132,0.524395,0.26557,0.254658,0.241993,0.052253,0.174703,0.602151,0.282051,0.217174,0.209833,0.015984,0.204111,0.229008,0.172414,0.035335,0.150524,0.462366,0.311321,0.192137,0.151931,0.014947,0.157265,0.184211,0.11413,0.021485,0.134937,0.403101,0.257426,0.149637,0.098913,0.013587,0.080666,0.111111,0.04065,0.012246,0.093809,0.423729,0.154762,0.093211,0.03523,0.009865,0.05745,0.567193,0.02781,0.026706,0.020815,0.009645,0.005128,0.004578,Human
0.094335,0.014701,0.11519,0.02229,0.063781,0.01189,0.109391,0.017979,0.715361,0.793443,0.64817,0.687982,0.744924,0.841969,0.505096,0.266667,0.249837,0.776675,0.219154,0.285714,0.149466,0.095536,0.1778,0.516129,0.34188,0.220496,0.121279,0.013497,0.184266,0.274809,0.068966,0.080163,0.175822,0.311828,0.358491,0.209125,0.058476,0.012818,0.14188,0.219298,0.065217,0.053489,0.161984,0.457364,0.29703,0.162787,0.052989,0.01158,0.076825,0.160494,0,0.022714,0.109062,0.483051,0.238095,0.123418,0,0.008157,0.366683,0.648264,0.028941,0.026202,0.015987,0.004737,0.001233,0.001829,Human
0.103942,0.015687,0.093241,0.016178,0.056308,0.010805,0.10974,0.017027,0.63272,0.746642,0.341275,0.649611,0.729087,0.453302,0.577247,0.366667,0.33223,0.701964,0.19859,0.267081,0.124555,0.057049,0.154633,0.462366,0.273504,0.162033,0.084196,0.0151,0.136782,0.19084,0.073276,0.032461,0.123058,0.333333,0.226415,0.115126,0.051502,0.014217,0.098291,0.131579,0.032609,0.018601,0.114488,0.418605,0.19802,0.075998,0.022311,0.013247,0.065301,0.123457,0.01626,0.010928,0.091846,0.440678,0.190476,0.075949,0.011125,0.011299,0.195096,0.66509,0.03014,0.030249,0.011737,0.005783,0.00224,0.002507,Human
0.088909,0.010582,0.074133,0.011571,0.037572,0.006306,0.076839,0.010592,0.687887,0.696384,0.318157,0.662912,0.665154,0.491685,0.686925,0.433333,0.422984,0.747533,0.180964,0.180124,0.064057,0.03641,0.154238,0.537634,0.239316,0.095832,0.038226,0.009671,0.134656,0.167939,0.034483,0.027058,0.140519,0.290323,0.264151,0.088212,0.022277,0.00896,0.102564,0.149123,0.016304,0.019534,0.121901,0.457364,0.237624,0.075379,0.010093,0.008037,0.06146,0.098765,0,0.010836,0.092214,0.483051,0.166667,0.053611,0,0.0057,0.334855,0.687039,0.022707,0.01891,0.007449,0.004591,0.001403,0.002497,Human
0.356799,0.189216,0.447424,0.222073,0.258779,0.145527,0.557751,0.245047,0.664996,0.77722,0.852171,0.645817,0.733893,0.89688,0.556006,0.333333,0.305042,0.729033,0.664512,0.763975,0.533808,0.500746,0.608861,0.935484,0.777778,0.488015,0.384372,0.199694,0.635011,0.763359,0.474138,0.513476,0.634641,0.709677,0.886792,0.48821,0.342871,0.19854,0.558974,0.666667,0.48913,0.452386,0.590194,0.744186,0.712871,0.425786,0.353261,0.195892,0.368758,0.54321,0.243902,0.251206,0.447698,0.779661,0.380952,0.358047,0.176152,0.185643,0.274432,0.639377,0.380909,0.369174,0.140977,0.059133,0.025526,0.009438,Human
0.387705,0.162922,0.50148,0.273611,0.268529,0.11967,0.437154,0.212655,0.569803,0.698862,0.514244,0.547562,0.627597,0.58008,0.328456,0.366667,0.217056,0.326854,0.847826,0.850932,0.533808,0.465594,0.737346,0.989247,0.820513,0.505502,0.363838,0.172554,0.812899,0.80916,0.491379,0.416072,0.753763,0.913978,0.943396,0.482062,0.336345,0.170869,0.747009,0.736842,0.434783,0.38954,0.714953,0.79845,0.821782,0.438936,0.297483,0.16778,0.617157,0.641975,0.357724,0.260033,0.570909,0.661017,0.488095,0.394937,0.244758,0.156183,0.591073,0.596102,0.266293,0.247168,0.149788,0.096254,0.084167,0.029234,Human
0.298355,0.108192,0.451365,0.22565,0.125855,0.05459,0.35203,0.137458,0.704875,0.419762,0.144203,0.674097,0.687307,0.201696,0.839543,0.7,0.684278,0.573933,0.608696,0.63354,0.064057,0.356283,0.528952,0.989247,0.683761,0.219765,0.026088,0.112429,0.547838,0.664122,0.038793,0.350598,0.537956,0.677419,0.754717,0.232908,0.016871,0.110888,0.478632,0.578947,0.021739,0.307906,0.526943,0.713178,0.683168,0.203289,0.009745,0.108434,0.364917,0.54321,0,0.236045,0.537908,0.635593,0.535714,0.200506,0,0.100314,0.008092,0.716564,0.250622,0.206216,0.0643,0.034979,0.007846,0.009597,Human
0.357363,0.168413,0.533462,0.306612,0.233568,0.118491,0.493293,0.216045,0.683005,0.738033,0.523623,0.657809,0.698728,0.704349,0.566769,0.4,0.344951,0.631321,0.727967,0.770186,0.505338,0.493857,0.595303,0.978495,0.74359,0.428313,0.326877,0.176326,0.686747,0.793893,0.431034,0.542671,0.61744,0.967742,0.867925,0.442707,0.280258,0.174881,0.62906,0.763158,0.380435,0.583309,0.603044,0.705426,0.861386,0.425786,0.247283,0.172268,0.481434,0.641975,0.097561,0.433835,0.568905,0.711864,0.595238,0.370253,0.063415,0.162216,0.139739,0.651953,0.309625,0.304926,0.172595,0.052426,0.018851,0.020102,Human
0.353709,0.160165,0.529427,0.302345,0.304516,0.142821,0.466439,0.234602,0.718143,0.796654,0.472999,0.697434,0.647556,0.576467,0.228372,0.233333,0.12768,0.345653,0.653937,0.73913,0.537367,0.390627,0.58293,0.913978,0.837607,0.605819,0.465482,0.167289,0.64068,0.755725,0.547414,0.351406,0.609724,0.860215,0.820755,0.618376,0.475536,0.166202,0.599145,0.684211,0.532609,0.310894,0.566144,0.790698,0.80198,0.558481,0.461594,0.163998,0.477593,0.493827,0.357724,0.181181,0.468349,0.79661,0.47619,0.414269,0.310027,0.154334,0.045072,0.721797,0.297912,0.278666,0.110766,0.094612,0.028789,0.034682,Human
0.276904,0.114183,0.387896,0.17148,0.234981,0.101664,0.41765,0.15599,0.714347,0.830794,0.663776,0.694193,0.750966,0.797956,0.372502,0.233333,0.182799,0.608713,0.500588,0.590062,0.530249,0.362742,0.447678,0.688172,0.683761,0.486236,0.459322,0.11229,0.456414,0.557252,0.452586,0.329127,0.437665,0.645161,0.632075,0.457764,0.393705,0.111093,0.406838,0.526316,0.418478,0.294276,0.419496,0.643411,0.574257,0.429372,0.362681,0.109136,0.323944,0.45679,0.235772,0.209959,0.396377,0.669492,0.404762,0.383199,0.204336,0.103008,0.418616,0.714113,0.216907,0.216747,0.104977,0.040293,0.007241,0.008738,Human
0.088331,0.015572,0.12882,0.026528,0.070531,0.014258,0.127007,0.022708,0.736284,0.529148,0.4275,0.721293,0.750214,0.411548,0.381075,0.2,0.172244,0.694053,0.20564,0.285714,0.120996,0.091549,0.150989,0.548387,0.299145,0.267997,0.113029,0.014329,0.141035,0.282443,0.060345,0.06379,0.117197,0.451613,0.254717,0.260089,0.059473,0.013382,0.086325,0.149123,0.021739,0.026978,0.095364,0.457364,0.217822,0.133857,0.020186,0.012175,0.06146,0.111111,0.01626,0.014166,0.093073,0.474576,0.190476,0.102532,0.015099,0.01062,0.417272,0.727906,0.033029,0.028566,0.007494,0.008135,0.002838,0.003619,Human
0.142253,0.024161,0.137293,0.029333,0.057326,0.013121,0.138094,0.026739,0.750741,0.688388,0.183657,0.735512,0.567639,0.216422,0.869224,0.566667,0.609354,0.775502,0.276146,0.279503,0.02847,0.09461,0.229293,0.602151,0.273504,0.116098,0.012705,0.023648,0.211906,0.274809,0.017241,0.062688,0.204484,0.419355,0.339623,0.114479,0.009099,0.022562,0.155556,0.219298,0.016304,0.037036,0.184176,0.472868,0.287129,0.089523,0.008478,0.02109,0.108835,0.185185,0,0.031364,0.16758,0.5,0.261905,0.081374,0,0.018423,0.18242,0.755259,0.054991,0.045468,0.01585,0.007868,0.001549,0.003358,Human
0.08416,0.011066,0.093344,0.016204,0.045609,0.007815,0.085951,0.01332,0.680764,0.694292,0.641538,0.649842,0.587412,0.701469,0.538251,0.333333,0.29718,0.701045,0.19624,0.229814,0.135231,0.060716,0.149039,0.634409,0.264957,0.151332,0.096895,0.010036,0.135365,0.175573,0.086207,0.031079,0.120284,0.44086,0.245283,0.114479,0.063901,0.009143,0.098291,0.131579,0.043478,0.019547,0.104915,0.418605,0.207921,0.082009,0.031401,0.008166,0.049936,0.098765,0,0.010326,0.072013,0.440678,0.178571,0.065099,0,0.005748,0.257029,0.695268,0.021913,0.019578,0.01032,0.004231,0.001641,0.002134,Human
0.127226,0.016113,0.093525,0.016251,0.068625,0.010572,0.075898,0.012005,0.780259,0.576472,0.43377,0.713991,0.636678,0.533039,0.47885,0.4,0.302481,0.504285,0.309636,0.229814,0.177936,0.017042,0.190644,0.526882,0.290598,0.130289,0.114349,0.013017,0.218994,0.183206,0.112069,0.011231,0.159783,0.333333,0.254717,0.102952,0.07382,0.011581,0.153846,0.157895,0.086957,0.014084,0.139909,0.51938,0.237624,0.085531,0.056522,0.009914,0.060179,0.111111,0.01626,0.008906,0.07418,0.533898,0.107143,0.064082,0.010569,0.005435,0.069455,0.833703,0.028191,0.021993,0.010807,0.010172,0.005083,0.010866,Human
0.122486,0.013336,0.103982,0.019059,0.045602,0.006773,0.066859,0.01084,0.769947,0.687217,0.601407,0.740565,0.736897,0.579492,0.76611,0.566667,0.549166,0.6522,0.252644,0.248447,0.078292,0.033811,0.205235,0.591398,0.239316,0.103048,0.038578,0.01147,0.173636,0.19084,0.038793,0.023395,0.168383,0.290323,0.273585,0.078886,0.020258,0.010255,0.111111,0.149123,0.021739,0.01888,0.13338,0.488372,0.227723,0.059466,0.011304,0.008736,0.06402,0.135802,0,0.010954,0.09708,0.5,0.202381,0.059675,0,0.00616,0.017832,0.78595,0.028418,0.022409,0.007378,0.007154,0.00166,0.00532,Human
0.420261,0.166194,0.441915,0.217119,0.308398,0.12773,0.388005,0.185055,0.67992,0.736247,0.550644,0.647188,0.643138,0.562678,0.257,0.333333,0.172639,0.257718,0.723854,0.720497,0.370107,0.305939,0.550678,0.849462,0.786325,0.460611,0.266301,0.168201,0.696669,0.748092,0.362069,0.26403,0.576259,0.677419,0.943396,0.478503,0.262279,0.166824,0.642735,0.657895,0.358696,0.210272,0.553456,0.736434,0.70297,0.42015,0.259058,0.164225,0.514725,0.481481,0.308943,0.10659,0.434816,0.584746,0.440476,0.31736,0.223126,0.154641,0.025994,0.685045,0.232276,0.228359,0.150147,0.089064,0.091533,0.083123,Human
